Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
28585,Xã Kim Sơn,,Xã,821,Huyện Châu Thành,82,Tỉnh Tiền Giang
28588,Xã Phú Phong,,Xã,821,Huyện Châu Thành,82,Tỉnh Tiền Giang
28594,Thị trấn Chợ Gạo,,Thị trấn,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28597,Xã Trung Hòa,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28600,Xã Hòa Tịnh,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28603,Xã Mỹ Tịnh An,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28606,Xã Tân Bình Thạnh,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28609,Xã Phú Kiết,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28612,Xã Lương Hòa Lạc,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28615,Xã Thanh Bình,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28618,Xã Quơn Long,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28621,Xã Bình Phục Nhứt,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28624,Xã Đăng Hưng Phước,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28627,Xã Tân Thuận Bình,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28630,Xã Song Bình,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28633,Xã Bình Phan,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28636,Xã Long Bình Điền,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28639,Xã An Thạnh Thủy,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28642,Xã Xuân Đông,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28645,Xã Hòa Định,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28648,Xã Bình Ninh,,Xã,822,Huyện Chợ Gạo,82,Tỉnh Tiền Giang
28651,Thị trấn Vĩnh Bình,,Thị trấn,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28654,Xã Đồng Sơn,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28657,Xã Bình Phú,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28660,Xã Đồng Thạnh,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28663,Xã Thành Công,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28666,Xã Bình Nhì,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28669,Xã Yên Luông,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28672,Xã Thạnh Trị,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28675,Xã Thạnh Nhựt,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28678,Xã Long Vĩnh,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28681,Xã Bình Tân,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28684,Xã Vĩnh Hựu,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28687,Xã Long Bình,,Xã,823,Huyện Gò Công Tây,82,Tỉnh Tiền Giang
28702,Thị trấn Tân Hòa,,Thị trấn,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28705,Xã Tăng Hoà,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28711,Xã Tân Phước,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28714,Xã Gia Thuận,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28720,Thị trấn Vàm Láng,,Thị trấn,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28723,Xã Tân Tây,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28726,Xã Kiểng Phước,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28732,Xã Tân Đông,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28735,Xã Bình Ân,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28738,Xã Tân Điền,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28741,Xã Bình Nghị,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28744,Xã Phước Trung,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28747,Xã Tân Thành,,Xã,824,Huyện Gò Công Đông,82,Tỉnh Tiền Giang
28690,Xã Tân Thới,,Xã,825,Huyện Tân Phú Đông,82,Tỉnh Tiền Giang
28693,Xã Tân Phú,,Xã,825,Huyện Tân Phú Đông,82,Tỉnh Tiền Giang
28696,Xã Phú Thạnh,,Xã,825,Huyện Tân Phú Đông,82,Tỉnh Tiền Giang
28699,Xã Tân Thạnh,,Xã,825,Huyện Tân Phú Đông,82,Tỉnh Tiền Giang
28750,Xã Phú Đông,,Xã,825,Huyện Tân Phú Đông,82,Tỉnh Tiền Giang
28753,Xã Phú Tân,,Xã,825,Huyện Tân Phú Đông,82,Tỉnh Tiền Giang
28756,Phường Phú Khương,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28757,Phường Phú Tân,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28759,Phường 8,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28762,Phường 6,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28765,Phường 4,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28768,Phường 5,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28777,Phường An Hội,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28780,Phường 7,,Phường,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28783,Xã Sơn Đông,,Xã,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28786,Xã Phú Hưng,,Xã,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28789,Xã Bình Phú,,Xã,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28792,Xã Mỹ Thạnh An,,Xã,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28795,Xã Nhơn Thạnh,,Xã,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28798,Xã Phú Nhuận,,Xã,829,Thành phố Bến Tre,83,Tỉnh Bến Tre
28801,Thị trấn Châu Thành,,Thị trấn,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28804,Xã Tân Thạch,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28807,Xã Qưới Sơn,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28810,Xã An Khánh,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28813,Xã Giao Long,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28819,Xã Phú Túc,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28822,Xã Phú Đức,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28825,Xã Phú An Hòa,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28828,Xã An Phước,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28831,Xã Tam Phước,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28834,Xã Thành Triệu,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28837,Xã Tường Đa,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28840,Xã Tân Phú,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28843,Xã Quới Thành,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28846,Xã Phước Thạnh,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28849,Xã An Hóa,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28852,Xã Tiên Long,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28855,Xã An Hiệp,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28858,Xã Hữu Định,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28861,Xã Tiên Thủy,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28864,Xã Sơn Hòa,,Xã,831,Huyện Châu Thành,83,Tỉnh Bến Tre
28870,Thị trấn Chợ Lách,,Thị trấn,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28873,Xã Phú Phụng,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28876,Xã Sơn Định,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28879,Xã Vĩnh Bình,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28882,Xã Hòa Nghĩa,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28885,Xã Long Thới,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28888,Xã Phú Sơn,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28891,Xã Tân Thiềng,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28894,Xã Vĩnh Thành,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28897,Xã Vĩnh Hòa,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28900,Xã Hưng Khánh Trung B,,Xã,832,Huyện Chợ Lách,83,Tỉnh Bến Tre
28903,Thị trấn Mỏ Cày,,Thị trấn,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28930,Xã Định Thủy,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28939,Xã Đa Phước Hội,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28940,Xã Tân Hội,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28942,Xã Phước Hiệp,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28945,Xã Bình Khánh ,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28951,Xã An Thạnh,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28957,Xã An Định,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28960,Xã Thành Thới B,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28963,Xã Tân Trung,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28966,Xã An Thới,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28969,Xã Thành Thới A,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28972,Xã Minh Đức,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28975,Xã Ngãi Đăng,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28978,Xã Cẩm Sơn,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28981,Xã Hương Mỹ,,Xã,833,Huyện Mỏ Cày Nam,83,Tỉnh Bến Tre
28984,Thị trấn Giồng Trôm,,Thị trấn,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
28987,Xã Phong Nẫm,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
28993,Xã Mỹ Thạnh,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
28996,Xã Châu Hòa,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
28999,Xã Lương Hòa,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29002,Xã Lương Quới,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29005,Xã Lương Phú,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29008,Xã Châu Bình,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29011,Xã Thuận Điền,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29014,Xã Sơn Phú,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29017,Xã Bình Hoà,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29020,Xã Phước Long,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29023,Xã Hưng Phong,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29026,Xã Long Mỹ,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29029,Xã Tân Hào,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29032,Xã Bình Thành,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29035,Xã Tân Thanh,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29038,Xã Tân Lợi Thạnh,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29041,Xã Thạnh Phú Đông,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29044,Xã Hưng Nhượng,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29047,Xã Hưng Lễ,,Xã,834,Huyện Giồng Trôm,83,Tỉnh Bến Tre
29050,Thị trấn Bình Đại,,Thị trấn,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29053,Xã Tam Hiệp,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29056,Xã Long Định,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29059,Xã Long Hòa,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29062,Xã Phú Thuận,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29065,Xã Vang Quới Tây,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29068,Xã Vang Quới Đông,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29071,Xã Châu Hưng,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29074,Xã Phú Vang,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29077,Xã Lộc Thuận,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29080,Xã Định Trung,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29083,Xã Thới Lai,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29086,Xã Bình Thới,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29089,Xã Phú Long,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29092,Xã Bình Thắng,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29095,Xã Thạnh Trị,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29098,Xã Đại Hòa Lộc,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29101,Xã Thừa Đức,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29104,Xã Thạnh Phước,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29107,Xã Thới Thuận,,Xã,835,Huyện Bình Đại,83,Tỉnh Bến Tre
29110,Thị trấn Ba Tri,,Thị trấn,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29113,Xã Tân Mỹ,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29116,Xã Mỹ Hòa,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29119,Xã Tân Xuân,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29122,Xã Mỹ Chánh,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29125,Xã Bảo Thạnh,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29128,Xã An Phú Trung,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29131,Xã Mỹ Thạnh,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29134,Xã Mỹ Nhơn,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29137,Xã Phước Ngãi,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29143,Xã An Ngãi Trung,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29146,Xã Phú Lễ,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29149,Xã An Bình Tây,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29152,Xã Bảo Thuận,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29155,Xã Tân Hưng,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29158,Xã An Ngãi Tây,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29161,Xã An Hiệp,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29164,Xã Vĩnh Hòa,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29167,Xã Tân Thủy,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29170,Xã Vĩnh An,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29173,Xã An Đức,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29176,Xã An Hòa Tây,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29179,Xã An Thủy,,Xã,836,Huyện Ba Tri,83,Tỉnh Bến Tre
29182,Thị trấn Thạnh Phú,,Thị trấn,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29185,Xã Phú Khánh,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29188,Xã Đại Điền,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29191,Xã Quới Điền,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29194,Xã Tân Phong,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29197,Xã Mỹ Hưng,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29200,Xã An Thạnh,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29203,Xã Thới Thạnh,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29206,Xã Hòa Lợi,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29209,Xã An Điền,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29212,Xã Bình Thạnh,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29215,Xã An Thuận,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29218,Xã An Quy,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29221,Xã Thạnh Hải,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29224,Xã An Nhơn,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29227,Xã Giao Thạnh,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29230,Xã Thạnh Phong,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
29233,Xã Mỹ An,,Xã,837,Huyện Thạnh Phú,83,Tỉnh Bến Tre
28889,Xã Phú Mỹ,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28901,Xã Hưng Khánh Trung A,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28906,Xã Thanh Tân,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28909,Xã Thạnh Ngãi,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28912,Xã Tân Phú Tây,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28915,Xã Phước Mỹ Trung,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28918,Xã Tân Thành Bình,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28921,Xã Thành An,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28924,Xã Hòa Lộc,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28927,Xã Tân Thanh Tây,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28933,Xã Tân Bình,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28936,Xã Nhuận Phú Tân,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
28948,Xã Khánh Thạnh Tân,,Xã,838,Huyện Mỏ Cày Bắc,83,Tỉnh Bến Tre
29236,Phường 4,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29239,Phường 1,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29242,Phường 3,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29245,Phường 2,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29248,Phường 5,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29251,Phường 6,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29254,Phường 7,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29257,Phường 8,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29260,Phường 9,,Phường,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29263,Xã Long Đức,,Xã,842,Thành phố Trà Vinh,84,Tỉnh Trà Vinh
29266,Thị trấn Càng Long,,Thị trấn,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29269,Xã Mỹ Cẩm,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29272,Xã An Trường A,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29275,Xã An Trường,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29278,Xã Huyền Hội,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29281,Xã Tân An,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29284,Xã Tân Bình,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29287,Xã Bình Phú,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29290,Xã Phương Thạnh,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29293,Xã Đại Phúc,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29296,Xã Đại Phước,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29299,Xã Nhị Long Phú,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29302,Xã Nhị Long,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29305,Xã Đức Mỹ,,Xã,844,Huyện Càng Long,84,Tỉnh Trà Vinh
29308,Thị trấn Cầu Kè,,Thị trấn,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29311,Xã Hòa Ân,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29314,Xã Châu Điền,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29317,Xã An Phú Tân,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29320,Xã Hoà Tân,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29323,Xã Ninh Thới,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29326,Xã Phong Phú,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29329,Xã Phong Thạnh,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29332,Xã Tam Ngãi,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29335,Xã Thông Hòa,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29338,Xã Thạnh Phú,,Xã,845,Huyện Cầu Kè,84,Tỉnh Trà Vinh
29341,Thị trấn Tiểu Cần,,Thị trấn,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29344,Thị trấn Cầu Quan,,Thị trấn,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29347,Xã Phú Cần,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29350,Xã Hiếu Tử,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29353,Xã Hiếu Trung,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29356,Xã Long Thới,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29359,Xã Hùng Hòa,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29362,Xã Tân Hùng,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29365,Xã Tập Ngãi,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29368,Xã Ngãi Hùng,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29371,Xã Tân Hòa,,Xã,846,Huyện Tiểu Cần,84,Tỉnh Trà Vinh
29374,Thị trấn Châu Thành,,Thị trấn,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29377,Xã Đa Lộc,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29380,Xã Mỹ Chánh,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29383,Xã Thanh Mỹ,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29386,Xã Lương Hoà A,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29389,Xã Lương Hòa,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29392,Xã Song Lộc,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29395,Xã Nguyệt Hóa,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29398,Xã Hòa Thuận,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29401,Xã Hòa Lợi,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29404,Xã Phước Hảo,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29407,Xã Hưng Mỹ,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29410,Xã Hòa Minh,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29413,Xã Long Hòa,,Xã,847,Huyện Châu Thành,84,Tỉnh Trà Vinh
29416,Thị trấn Cầu Ngang,,Thị trấn,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29419,Thị trấn Mỹ Long,,Thị trấn,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29422,Xã Mỹ Long Bắc,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29425,Xã Mỹ Long Nam,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29428,Xã Mỹ Hòa,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29431,Xã Vĩnh Kim,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29434,Xã Kim Hòa,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29437,Xã Hiệp Hòa,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29440,Xã Thuận Hòa,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29443,Xã Long Sơn,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29446,Xã Nhị Trường,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
29449,Xã Trường Thọ,,Xã,848,Huyện Cầu Ngang,84,Tỉnh Trà Vinh
